WKT,fid,tipe,nama,panjang
"LINESTRING (113.6779497 -8.19396,113.6779457 -8.1939994,113.6779551 -8.1940299,113.6779753 -8.1940552,113.6782749 -8.1941131,113.6783937 -8.1941361,113.6784393 -8.1941308,113.6789663 -8.1939184)",3950,residential,,126.233766573402
"LINESTRING (113.6808841 -8.1915795,113.6810893 -8.1916353,113.6812784 -8.1916764,113.6813548 -8.1916963,113.6813763 -8.1916937,113.6814031 -8.1916844,113.6814205 -8.1916552,113.681446 -8.1915184,113.6814567 -8.1914945,113.6814641 -8.1914872,113.6814755 -8.1914853,113.6814903 -8.1914866,113.6818904 -8.1915697)",3951,residential,,130.201065881074
"LINESTRING (113.6780584 -8.1955339,113.6780557 -8.1960622,113.6780547 -8.1962255,113.6780517 -8.1967458,113.6780339 -8.197191,113.6780101 -8.1977838,113.6780077 -8.1978772,113.6779391 -8.2005408)",3952,residential,,554.316676451913
"LINESTRING (113.6754607 -8.1949204,113.6756042 -8.1942045)",3953,residential,,80.7943381655275
"LINESTRING (113.6800645 -8.181968,113.6802074 -8.1818461)",3954,residential,,20.7436815535969
"LINESTRING (113.6712518 -8.1949224,113.6712684 -8.1946485)",3955,residential,,30.3680514999793
"LINESTRING (113.670575 -8.1943113,113.6712027 -8.1943631,113.6712295 -8.1943677,113.6712583 -8.1943803,113.6712711 -8.1943923,113.6712845 -8.1944242,113.6712684 -8.1946485,113.6713341 -8.1946538,113.6715341 -8.1946762)",3956,residential,,136.028870344344
"LINESTRING (113.6677882 -8.193337,113.667233 -8.1935693,113.6671941 -8.1935783,113.6671666 -8.1935753,113.6671337 -8.193561)",3957,residential,,77.8096348172642
"LINESTRING (113.6670382 -8.1933081,113.6670647 -8.193418,113.6670969 -8.1934936,113.6671337 -8.193561)",3958,residential,,30.0891588862479
"LINESTRING (113.6693727 -8.1870813,113.6695276 -8.1871061,113.6697422 -8.1871273,113.669993 -8.1871246,113.6700828 -8.1871127,113.6701231 -8.1871034,113.6701553 -8.1870862,113.6701754 -8.1870583,113.6702169 -8.186972,113.6702397 -8.1869521,113.6702625 -8.1869454,113.6702988 -8.1869428,113.67052 -8.1869335)",3959,residential,,136.094639436174
"LINESTRING (113.6670994 -8.1923308,113.6670222 -8.1923299)",3960,residential,,8.51301828551079
"LINESTRING (113.6812179 -8.1989664,113.680642 -8.1985331)",3961,residential,,79.5738659447124
"LINESTRING (113.6817813 -8.194383,113.681953 -8.1936184,113.681965 -8.1934907,113.6819617 -8.193476,113.6819533 -8.1934641,113.6819342 -8.1934558,113.681672 -8.193339,113.6816217 -8.1933058,113.6816029 -8.1932799,113.6815942 -8.1932494,113.6815842 -8.1931956,113.6815842 -8.1930921,113.6816178 -8.1928778)",3962,residential,Gang Imam Hambali,193.365631051387
"LINESTRING (113.6737977 -8.1811288,113.6739433 -8.1814355)",3963,residential,Jalan Argopuro,37.5484512914128
"LINESTRING (113.67374 -8.1810118,113.6737977 -8.1811288)",3964,residential,Jalan Argopuro,14.4272703255237
"LINESTRING (113.6787276 -8.1836879,113.6787598 -8.183745,113.6787826 -8.1839614,113.6787826 -8.1840662,113.6787584 -8.1841127,113.678674 -8.1842521,113.6786391 -8.1843476,113.6786149 -8.1844207,113.6785814 -8.184483,113.678509 -8.184551)",3965,tertiary,Jalan Nusantara,105.302446273719
"LINESTRING (113.677247 -8.1889844,113.6779069 -8.1891616)",3966,residential,,75.3612739447447
"LINESTRING (113.6771451 -8.1886804,113.6779538 -8.188894)",3967,residential,,92.2528035542122
"LINESTRING (113.6821434 -8.1959813,113.6825813 -8.1958697)",3968,residential,,49.839704637333
"LINESTRING (113.6805716 -8.1964153,113.6803922 -8.1962922,113.6801463 -8.1961062,113.6797589 -8.1957847,113.6797093 -8.1957489)",3969,residential,,120.409605250545
"LINESTRING (113.7198338 -8.1844194,113.7196353 -8.1853976,113.7196306 -8.1854196,113.7196326 -8.1854415,113.7196474 -8.1854614,113.7197917 -8.1855307)",3970,residential,,135.781962727919
"LINESTRING (113.7190814 -8.1878481,113.7194046 -8.1879012)",3971,residential,,36.1207482367643
"LINESTRING (113.7189887 -8.1881277,113.719241 -8.1881693)",3972,residential,,28.1996392760035
"LINESTRING (113.718896 -8.1884042,113.7190854 -8.1884348,113.7191806 -8.1884447,113.7194046 -8.1884216,113.7194388 -8.1884262,113.719461 -8.1884428,113.7195146 -8.1885291)",3973,residential,,74.6436683613215
"LINESTRING (113.7171635 -8.1966528,113.7171442 -8.1967139,113.7171295 -8.1967551)",3974,residential,Jalan Teratai,11.9286006578116
"LINESTRING (113.7171295 -8.1967551,113.717104 -8.196765,113.7170894 -8.1967664,113.7170725 -8.1967644,113.7168833 -8.1966847)",3975,residential,Jalan Teratai,29.1625542256144
"LINESTRING (113.7132798 -8.1976537,113.7134032 -8.1972781)",3976,residential,,43.7398609919062
"LINESTRING (113.7120487 -8.1935932,113.7121251 -8.1932003,113.7121721 -8.1930397,113.7122354 -8.1928703)",3977,residential,,82.812733947733
"LINESTRING (113.7101993 -8.1901817,113.7101819 -8.1899892,113.7101845 -8.1899308,113.71021 -8.1898738,113.7102462 -8.1898432,113.7104172 -8.1897828)",3978,residential,,60.0083294958492
"LINESTRING (113.7054954 -8.1895565,113.7055336 -8.189305)",3979,residential,Jalan Perumahan Kebonsari Indah,28.1514911950679
"LINESTRING (113.7055336 -8.189305,113.7055718 -8.1890454,113.7055758 -8.1890295,113.7055866 -8.1890189,113.705602 -8.1890176,113.7057562 -8.1890521)",3980,residential,Jalan Perumahan Kebonsari Indah,51.6551658169858
"LINESTRING (113.7046391 -8.1894515,113.7052775 -8.1895353,113.7054954 -8.1895565)",3981,residential,Jalan Perumahan Kebonsari Indah,95.1458417747925
"LINESTRING (113.7054954 -8.1895565,113.7054276 -8.1901297)",3982,residential,Jalan Perumahan Kebonsari Indah,63.8774841999247
"LINESTRING (113.7078929 -8.1958144,113.7083611 -8.1958954)",3983,residential,,52.399731724393
"LINESTRING (113.7079301 -8.195575,113.7078929 -8.1958144,113.7078068 -8.1963688)",3984,residential,,88.8992098335033
"LINESTRING (113.7036983 -8.1956132,113.7036956 -8.1956514)",3985,residential,,4.23822035071879
"LINESTRING (113.704832 -8.1805975,113.7049516 -8.1801403,113.7049562 -8.1801177,113.7049562 -8.1800918,113.7049428 -8.1800812,113.704627 -8.1800016)",3986,residential,Bukit Permai,95.516793477098
"LINESTRING (113.7150901 -8.18585,113.7154216 -8.1859414,113.7157469 -8.1860295)",3987,residential,,75.1012554596456
"LINESTRING (113.7036979 -8.1955687,113.7036983 -8.1956132)",3988,residential,,4.92519475362426
"LINESTRING (113.7037891 -8.1950636,113.703711 -8.1954542,113.7036979 -8.1955687)",3989,residential,,56.8330047945553
"LINESTRING (113.7038042 -8.1950308,113.7037891 -8.1950636)",3990,residential,,3.9937507011608
"LINESTRING (113.7028742 -8.1960442,113.7026227 -8.1962925,113.7021647 -8.1968241,113.7020937 -8.196931,113.7019361 -8.1970909,113.7016672 -8.1972688)",3991,residential,Jalan Basuki Rahmad V,191.159988488835
"LINESTRING (113.7184981 -8.1832578,113.718379 -8.183507,113.7182111 -8.1837994,113.7180555 -8.1840729)",3992,residential,,102.625647058807
"LINESTRING (113.7135877 -8.1977095,113.7136835 -8.1973622)",3993,residential,,39.8625877785985
"LINESTRING (113.7107033 -8.1820108,113.7103515 -8.1818819,113.7103187 -8.181858,113.7103126 -8.1818281,113.7105343 -8.1813306)",3994,residential,Bukit Permai,109.43519535789
"LINESTRING (113.7105076 -8.1813183,113.7107357 -8.1807795)",3995,residential,Bukit Permai,64.7193018955646
"LINESTRING (113.7087305 -8.1806172,113.7089903 -8.1807443,113.7093262 -8.1809288)",3996,residential,,74.2115092349059
"LINESTRING (113.692139 -8.2125102,113.6919938 -8.2124228)",3997,secondary,,18.7051383596299
"LINESTRING (113.6883108 -8.2008698,113.6883577 -8.2006975)",3998,residential,,19.7577018233556
"LINESTRING (113.6966917 -8.2014846,113.6970674 -8.2017004)",3999,residential,,47.8180711623067
"LINESTRING (113.6849853 -8.2060646,113.6848975 -8.2060626,113.6833277 -8.2059587,113.6830485 -8.2059486,113.6819566 -8.2058909,113.6816687 -8.2058713,113.6813893 -8.2058633,113.6813769 -8.2058686,113.6813689 -8.2058799,113.6813827 -8.206589,113.6814065 -8.206924,113.6814161 -8.2074786,113.6814249 -8.208066,113.6814296 -8.208075,113.6814387 -8.208082)",4000,residential,,644.636702496345
"LINESTRING (113.6981979 -8.2079515,113.6987191 -8.2079782)",4001,residential,,57.5450924035662
"LINESTRING (113.6820535 -8.1889326,113.6820334 -8.1890322,113.6820361 -8.1890733,113.6820522 -8.1891052,113.6821327 -8.1891848,113.6821809 -8.1892552,113.6821957 -8.1893614,113.6821756 -8.1894835,113.6821246 -8.1896189,113.6821045 -8.1896919,113.6820751 -8.1897905)",4002,residential,Gang Imam Bonjol Gang Imam Maliki,103.01745663635
"LINESTRING (113.6811027 -8.189984,113.6811107 -8.1898512,113.6811295 -8.1897596,113.6812113 -8.1895724)",4003,residential,,47.6671585645215
"LINESTRING (113.6835904 -8.1953155,113.683589 -8.1953186,113.6835876 -8.1953209,113.6835854 -8.1953235,113.6835828 -8.1953259,113.6835794 -8.1953279,113.6835722 -8.1953305,113.6833987 -8.1953726,113.6832199 -8.1953746,113.6831727 -8.1953792,113.6830996 -8.1953812,113.6829434 -8.195356,113.6828502 -8.1953434,113.6827985 -8.1953221,113.6827543 -8.1952976,113.6826811 -8.1952517,113.6826543 -8.1952299,113.6825866 -8.1951669,113.6824494 -8.1950478,113.6822433 -8.1949661,113.6822319 -8.1949564,113.6822249 -8.1949435,113.6822236 -8.1949279,113.6822296 -8.1949083,113.6822574 -8.1948635)",4004,residential,,176.180836238248
"LINESTRING (113.6821273 -8.1972382,113.6820428 -8.1974493,113.6820253 -8.1974765,113.6820005 -8.1974924,113.681975 -8.1974904,113.6819422 -8.1974705)",4005,residential,,39.0346958670162
"LINESTRING (113.6820898 -8.1962719,113.6820736 -8.1961737,113.6820696 -8.196122,113.6820803 -8.1960543,113.6821038 -8.1960131,113.6821434 -8.1959813)",4006,residential,,35.1901622282046
"LINESTRING (113.7302261 -8.2003331,113.7302163 -8.2001227,113.7302103 -8.2000988,113.7302022 -8.2000802,113.7301918 -8.2000679,113.7301749 -8.200059,113.7301499 -8.2000533,113.7300614 -8.2000528,113.7300419 -8.2000489,113.7300284 -8.200043,113.7300181 -8.2000333,113.7300106 -8.200016,113.7300071 -8.1999702,113.7300118 -8.1998506,113.7300121 -8.1997533,113.7300128 -8.1995486,113.7300173 -8.1995333,113.7300271 -8.1995222,113.7300493 -8.1995124,113.7300726 -8.1995074,113.7301928 -8.1995035,113.7302414 -8.1994965)",4007,residential,,131.361521009915
"LINESTRING (113.7388281 -8.209835,113.738852 -8.209942,113.7388735 -8.210153,113.7388661 -8.210238,113.7388641 -8.2102937,113.7388607 -8.2103793)",4008,residential,,60.6980734654244
"LINESTRING (113.7342441 -8.2005122,113.734478 -8.2005242,113.7348414 -8.2005143,113.7352511 -8.2004997)",4009,residential,,111.118429284459
"LINESTRING (113.7220216 -8.199414,113.722278 -8.1994205,113.722513 -8.1994205,113.7225841 -8.1994036,113.7226625 -8.1993614,113.7227312 -8.1993203,113.7227849 -8.1992718,113.7228063 -8.199236,113.7228224 -8.1991643,113.722809 -8.1990316,113.7228043 -8.1987794,113.7227789 -8.1985305)",4010,residential,Jalan Ajisaka,172.019707215867
"LINESTRING (113.7323399 -8.2067673,113.7323382 -8.2069999,113.7323181 -8.2072109,113.7323041 -8.2072491,113.7322816 -8.2072832,113.7322591 -8.2073028,113.7322226 -8.2073118,113.7321532 -8.2073304,113.7320586 -8.2073755)",4011,residential,,85.1494834608959
"LINESTRING (113.7318541 -8.2047412,113.7318286 -8.205196)",4012,residential,,50.4142308573376
"LINESTRING (113.7342027 -8.2009779,113.7342441 -8.2005122,113.734256 -8.2003775)",4013,residential,,66.7098091128642
"LINESTRING (113.7318685 -8.2062449,113.7319299 -8.2062722,113.732002 -8.2063003,113.732123 -8.2063528,113.7322652 -8.2063946,113.7323315 -8.2064125,113.7323785 -8.2064304,113.7323986 -8.2064473,113.7324167 -8.2064719,113.7324298 -8.206519,113.7324278 -8.2065738,113.7324123 -8.2066458,113.7323933 -8.2067743)",4014,residential,,100.254029047949
"LINESTRING (113.7293157 -8.20035,113.7295192 -8.200343,113.7299457 -8.2003351,113.7302261 -8.2003331,113.7305197 -8.2003311)",4015,residential,,132.785864927221
"LINESTRING (113.7286574 -8.1996128,113.7286676 -8.1996057,113.7286978 -8.199596,113.728781 -8.1995874,113.7289147 -8.1995706,113.7291988 -8.199537)",4016,residential,,60.5012871933442
"LINESTRING (113.728834 -8.1989644,113.7288728 -8.1992785,113.7289147 -8.1995706,113.7289278 -8.1996621,113.7289996 -8.2001174,113.7290398 -8.2004479)",4017,residential,,165.767496772227
"LINESTRING (113.7291066 -8.1989301,113.7289245 -8.1989513,113.728834 -8.1989644,113.7285865 -8.1990004)",4018,residential,,57.8813000645542
"LINESTRING (113.7291957 -8.1981277,113.7291679 -8.1984376,113.7291377 -8.198786,113.729125 -8.1988371,113.7291089 -8.1988955,113.7291066 -8.1989301,113.7291048 -8.1989566,113.7291511 -8.1992327,113.7291988 -8.199537,113.7292255 -8.1997079,113.7293167 -8.2003198,113.7293157 -8.20035,113.729312 -8.2003752,113.729305 -8.2003951,113.7292913 -8.2004147,113.7292711 -8.2004267,113.7292369 -8.2004343,113.729136 -8.2004436,113.7290398 -8.2004479,113.7288393 -8.2004705,113.7288115 -8.2004685,113.7287927 -8.2004642,113.7287786 -8.2004569,113.7287649 -8.2004416,113.7287535 -8.2004141,113.7287421 -8.2002813,113.7286495 -8.199672,113.7286465 -8.1996422,113.7286489 -8.1996243,113.7286574 -8.1996128)",4019,residential,,409.124752332592
"LINESTRING (113.7267636 -8.2072406,113.7267552 -8.2074591,113.7267626 -8.2077346,113.7267526 -8.2078036,113.7267264 -8.2078514,113.7267177 -8.2080478,113.7267083 -8.208154)",4020,residential,,102.003703352077
"LINESTRING (113.7283919 -8.2073306,113.7284008 -8.20681,113.7284021 -8.2062618,113.728404 -8.2062257,113.7284076 -8.2062141,113.7284143 -8.2062056,113.7284287 -8.2061953,113.7284447 -8.2061872,113.7284832 -8.2061769,113.7285664 -8.206162,113.728622 -8.206143,113.7286532 -8.2061258,113.7286687 -8.2061072,113.7286868 -8.2060634,113.7287089 -8.2060017,113.728724 -8.2059857,113.7287397 -8.2059778,113.7287645 -8.2059715,113.7288292 -8.2059705,113.7288903 -8.2059761,113.7289003 -8.2059808,113.7289094 -8.2059894,113.7289181 -8.2060066,113.7289248 -8.2060385,113.7289221 -8.2061474,113.7289178 -8.2062227,113.7289084 -8.2062506,113.7288916 -8.2062711,113.7288698 -8.2062827)",4021,residential,,226.821839078961
"LINESTRING (113.7220561 -8.2001863,113.721993 -8.2001911,113.7219098 -8.2001984,113.7217965 -8.2001884,113.7216523 -8.2001924,113.7215658 -8.2001791,113.7214143 -8.2001253,113.7212171 -8.2000729)",4022,residential,Jalan Ajisaka,94.527645311201
"LINESTRING (113.7230534 -8.2056438,113.7230897 -8.2054916,113.7231027 -8.2054372,113.7231178 -8.2053974,113.7231306 -8.2053785,113.7231624 -8.2053589,113.7232321 -8.2053493,113.7234652 -8.2053154,113.7235222 -8.2052932,113.7235802 -8.2052729,113.7236486 -8.2052613,113.7238038 -8.2052491,113.7238933 -8.2052185)",4023,residential,Jalan Ajisaka,117.370641435871
"LINESTRING (113.7220178 -8.2083033,113.7221566 -8.2083046,113.7223826 -8.2082934,113.7226421 -8.2083066)",4024,residential,,68.9073441010489
"LINESTRING (113.7220299 -8.2078331,113.7220184 -8.2081115,113.7220178 -8.2083033,113.7220091 -8.2083432,113.7219957 -8.2085861)",4025,residential,,83.5086409256002
"LINESTRING (113.7221519 -8.2133659,113.7221619 -8.2133068,113.7222015 -8.2130678,113.7222417 -8.2129033)",4026,residential,,52.1807364501207
"LINESTRING (113.7229572 -8.2136027,113.72275 -8.2135331,113.7224583 -8.2134601,113.7221519 -8.2133659)",4027,residential,,92.6303679052236
"LINESTRING (113.7221666 -8.215024,113.7221485 -8.2149998,113.7220641 -8.214958,113.7218159 -8.2148326,113.7218024 -8.214822,113.7217933 -8.214809,113.7217834 -8.2147841,113.7217789 -8.2147498,113.7217915 -8.2146791,113.7218091 -8.2145894,113.7218385 -8.2145226,113.7218622 -8.2144888,113.721877 -8.214457)",4028,residential,,89.438218433745
"LINESTRING (113.7212322 -8.2153161,113.7212208 -8.2153944,113.7212031 -8.2155348,113.7211843 -8.2156219,113.7211729 -8.2157292,113.7211558 -8.2158069,113.7211273 -8.2158928,113.7210817 -8.216063,113.7210287 -8.2162522,113.7209945 -8.2164174)",4029,residential,,124.941388470366
"LINESTRING (113.7346818 -8.1527366,113.735052 -8.1530725)",4030,residential,,55.2164945789393
"LINESTRING (113.73481 -8.1524916,113.735217 -8.1528501)",4031,residential,,59.9078008886529
"LINESTRING (113.7349662 -8.1522653,113.7353853 -8.1526371)",4032,residential,,61.882915345253
"LINESTRING (113.7351653 -8.1520715,113.7355277 -8.1524047,113.7355451 -8.1524143,113.7355606 -8.1524157,113.735575 -8.1524124,113.7355897 -8.1524057,113.7356025 -8.1523948,113.7357523 -8.1522385)",4033,residential,,87.4793909641711
"LINESTRING (113.7354677 -8.1519772,113.7357523 -8.1522385,113.7358405 -8.1523078)",4034,residential,,55.0655420291694
"LINESTRING (113.7358848 -8.1519195,113.7358674 -8.1519347,113.7358533 -8.1519487,113.7358177 -8.1519115,113.7357473 -8.1518339,113.7357272 -8.1518173,113.7357044 -8.1518199,113.7354677 -8.1519772,113.7353986 -8.1519792,113.7353061 -8.1519952,113.7352162 -8.1520476,113.7351653 -8.1520715,113.7350768 -8.1521246,113.7350084 -8.1521976,113.7349662 -8.1522653,113.7349159 -8.152345,113.73481 -8.1524916,113.7347589 -8.1526018,113.7346778 -8.1527087,113.7346818 -8.1527366)",4035,residential,,187.533351301432
"LINESTRING (113.7333655 -8.1533891,113.7332717 -8.1535524,113.7334734 -8.1536812,113.7338121 -8.1538657)",4036,residential,,89.8134872223329
"LINESTRING (113.7330772 -8.1537676,113.7333222 -8.1539291,113.733733 -8.1542241)",4037,residential,,88.2388197852348
"LINESTRING (113.7329297 -8.1539745,113.733197 -8.1541384,113.7335734 -8.1543807)",4038,residential,,84.0311306212431
"LINESTRING (113.7330496 -8.1543649,113.7334245 -8.1546038)",4039,residential,,49.0761000478712
"LINESTRING (113.7321813 -8.1541431,113.732609 -8.1544382,113.7328858 -8.1546183,113.7330893 -8.1547565)",4040,residential,,120.987507873455
"LINESTRING (113.7327406 -8.1548486,113.7328858 -8.1546183,113.7330496 -8.1543649,113.733197 -8.1541384,113.7333222 -8.1539291,113.7334734 -8.1536812,113.7335345 -8.1535895)",4041,residential,,164.593990525471
"LINESTRING (113.7328868 -8.1549423,113.7327406 -8.1548486,113.7323929 -8.1546257,113.7317287 -8.1541998,113.7314062 -8.1540051)",4042,residential,,193.454629932641
"LINESTRING (113.7307236 -8.1559592,113.7304395 -8.1554653,113.7302515 -8.1551361)",4043,residential,,104.925753345489
"LINESTRING (113.7305573 -8.1551375,113.7306755 -8.1553273,113.730977 -8.1558185)",4044,residential,,88.4481218384141
"LINESTRING (113.7312238 -8.1557295,113.7309222 -8.1551904,113.7307034 -8.1548122)",4045,residential,,116.624639888788
"LINESTRING (113.7309207 -8.1546768,113.7311665 -8.1550548,113.7315403 -8.1557216)",4046,residential,,134.381694502575
"LINESTRING (113.7311809 -8.154556,113.7313995 -8.1549184,113.7316583 -8.1553751)",4047,residential,,104.843488829797
"LINESTRING (113.7292645 -8.1555729,113.7295313 -8.1557149,113.7299363 -8.155918,113.7301254 -8.155999)",4048,residential,,106.057446776601
"LINESTRING (113.7300983 -8.1556655,113.7301831 -8.1556114,113.7302266 -8.1555872,113.730241 -8.1555773,113.7304395 -8.1554653,113.7306755 -8.1553273,113.7309222 -8.1551904,113.7311665 -8.1550548,113.7313995 -8.1549184,113.7316516 -8.1547598,113.7317762 -8.1545602)",4049,residential,,224.538997149967
"LINESTRING (113.7318886 -8.1539398,113.7317287 -8.1541998,113.7315825 -8.1544416)",4050,residential,,64.9923254747326
"LINESTRING (113.7312359 -8.1535557,113.7313311 -8.1536108,113.7316551 -8.1538024,113.7318886 -8.1539398)",4051,residential,,83.5968112148063
"LINESTRING (113.7316162 -8.2031115,113.7315162 -8.2031087,113.7314062 -8.203116,113.7311862 -8.203096)",4052,residential,,47.5470325535129
